id,estacion_salida,estacion_llegada,tipo_pmr,hora
12885,MAT,PUE,PMR_ADULTO_MAYOR,08:00
12886,VMA,UNI,PMR_VISUAL,19:00
12887,ANG,NAR,PMR_ADULTO_MAYOR,08:00
12888,GAM,MAT,PMR_VISUAL,20:00
12889,ANG,CUL,PMR_AUDITIVO,07:00
12890,VMA,UNI,PMR_SILLA,16:00
12891,SMA,UNI,PMR_SILLA,07:00
12892,NAR,CUL,PMR_AUDITIVO,12:00
12893,JAR,VMA,PMR_ADULTO_MAYOR,13:00
12894,NAR,GAM,PMR_ADULTO_MAYOR,09:00
12895,NAR,GAM,PMR_SILLA,09:00
12896,JAR,NAR,PMR_SILLA,11:00
12897,VMA,PUE,PMR_VISUAL,20:00
12898,CUL,MAT,PMR_ADULTO_MAYOR,09:00
12899,VMA,SMA,PMR_AUDITIVO,07:00
12900,MAT,UNI,PMR_AUDITIVO,20:00
12901,NAR,MAT,PMR_VISUAL,19:00
12902,MAT,PUE,PMR_VISUAL,19:00
12903,CUL,VMA,PMR_ADULTO_MAYOR,20:00
12904,PUE,VMA,PMR_SILLA,15:00
12905,MAT,ANG,PMR_ADULTO_MAYOR,10:00
12906,PUE,SMA,PMR_VISUAL,16:00
12907,MAT,NAR,PMR_ADULTO_MAYOR,14:00
12908,UNI,CUL,PMR_SILLA,08:00
12909,ANG,JAR,PMR_SILLA,16:00
12910,UNI,JAR,PMR_VISUAL,10:00
12911,ANG,CUL,PMR_VISUAL,20:00
12912,GAM,NAR,PMR_ADULTO_MAYOR,12:00
12913,NAR,SMA,PMR_SILLA,13:00
12914,NAR,PUE,PMR_ADULTO_MAYOR,18:00
12915,GAM,MAT,PMR_ADULTO_MAYOR,19:00
12916,NAR,UNI,PMR_VISUAL,13:00
12917,VMA,PUE,PMR_SILLA,07:00
12918,ANG,PUE,PMR_VISUAL,13:00
12919,SMA,ANG,PMR_AUDITIVO,18:00
12920,PUE,JAR,PMR_VISUAL,13:00
12921,NAR,JAR,PMR_SILLA,13:00
12922,GAM,VMA,PMR_SILLA,19:00
12923,PUE,VMA,PMR_SILLA,08:00
12924,CUL,GAM,PMR_SILLA,08:00
12925,CUL,NAR,PMR_VISUAL,16:00
12926,GAM,MAT,PMR_ADULTO_MAYOR,07:00
12927,UNI,ANG,PMR_SILLA,14:00
12928,CUL,GAM,PMR_SILLA,16:00
12929,MAT,CUL,PMR_SILLA,17:00
12930,MAT,JAR,PMR_ADULTO_MAYOR,20:00
12931,JAR,CUL,PMR_SILLA,07:00
12932,MAT,JAR,PMR_ADULTO_MAYOR,11:00
12933,JAR,VMA,PMR_AUDITIVO,12:00
12934,PUE,NAR,PMR_ADULTO_MAYOR,15:00
12935,NAR,ANG,PMR_ADULTO_MAYOR,08:00
12936,ANG,SMA,PMR_SILLA,06:00
12937,NAR,MAT,PMR_VISUAL,07:00
12938,GAM,NAR,PMR_SILLA,12:00
12939,ANG,MAT,PMR_ADULTO_MAYOR,12:00
12940,CUL,NAR,PMR_SILLA,08:00
12941,SMA,CUL,PMR_SILLA,11:00
12942,GAM,VMA,PMR_SILLA,10:00
12943,UNI,VMA,PMR_ADULTO_MAYOR,07:00
12944,JAR,UNI,PMR_AUDITIVO,07:00
12945,PUE,NAR,PMR_SILLA,12:00
12946,SMA,UNI,PMR_VISUAL,09:00
12947,PUE,CUL,PMR_VISUAL,10:00
12948,VMA,UNI,PMR_SILLA,19:00
12949,CUL,NAR,PMR_AUDITIVO,19:00
12950,SMA,VMA,PMR_AUDITIVO,14:00
12951,NAR,PUE,PMR_AUDITIVO,11:00
12952,NAR,ANG,PMR_AUDITIVO,15:00
12953,NAR,JAR,PMR_AUDITIVO,15:00
12954,UNI,PUE,PMR_SILLA,17:00
12955,UNI,MAT,PMR_SILLA,12:00
12956,VMA,UNI,PMR_SILLA,16:00
12957,JAR,UNI,PMR_ADULTO_MAYOR,13:00
12958,GAM,UNI,PMR_AUDITIVO,18:00
12959,ANG,CUL,PMR_ADULTO_MAYOR,19:00
12960,ANG,SMA,PMR_VISUAL,07:00
12961,UNI,ANG,PMR_AUDITIVO,15:00
12962,GAM,ANG,PMR_ADULTO_MAYOR,13:00
12963,JAR,PUE,PMR_AUDITIVO,09:00
12964,VMA,JAR,PMR_VISUAL,19:00
12965,GAM,CUL,PMR_VISUAL,18:00
12966,SMA,ANG,PMR_AUDITIVO,19:00
12967,PUE,MAT,PMR_ADULTO_MAYOR,09:00
12968,CUL,UNI,PMR_AUDITIVO,17:00
12969,MAT,NAR,PMR_ADULTO_MAYOR,16:00
12970,ANG,CUL,PMR_AUDITIVO,10:00
12971,JAR,SMA,PMR_ADULTO_MAYOR,18:00
12972,ANG,NAR,PMR_ADULTO_MAYOR,11:00
12973,CUL,SMA,PMR_SILLA,15:00
12974,GAM,MAT,PMR_SILLA,16:00
12975,ANG,JAR,PMR_ADULTO_MAYOR,20:00
12976,NAR,UNI,PMR_AUDITIVO,09:00
12977,SMA,PUE,PMR_AUDITIVO,12:00
12978,MAT,CUL,PMR_AUDITIVO,19:00
12979,ANG,PUE,PMR_SILLA,13:00
12980,SMA,ANG,PMR_ADULTO_MAYOR,14:00
12981,GAM,PUE,PMR_SILLA,06:00
12982,VMA,ANG,PMR_ADULTO_MAYOR,09:00
12983,SMA,GAM,PMR_VISUAL,13:00
12984,ANG,MAT,PMR_SILLA,18:00
12985,NAR,ANG,PMR_SILLA,06:00
12986,NAR,UNI,PMR_ADULTO_MAYOR,06:00
12987,CUL,JAR,PMR_SILLA,17:00
12988,NAR,CUL,PMR_SILLA,08:00
12989,SMA,NAR,PMR_VISUAL,15:00
12990,NAR,GAM,PMR_VISUAL,14:00
12991,MAT,SMA,PMR_VISUAL,07:00
12992,GAM,PUE,PMR_VISUAL,10:00
12993,CUL,JAR,PMR_ADULTO_MAYOR,16:00
12994,ANG,GAM,PMR_AUDITIVO,06:00
12995,SMA,VMA,PMR_AUDITIVO,20:00
12996,NAR,PUE,PMR_ADULTO_MAYOR,14:00
12997,MAT,NAR,PMR_AUDITIVO,13:00
12998,CUL,UNI,PMR_ADULTO_MAYOR,12:00
12999,UNI,SMA,PMR_AUDITIVO,13:00
13000,GAM,ANG,PMR_ADULTO_MAYOR,14:00
13001,ANG,NAR,PMR_VISUAL,18:00
13002,NAR,ANG,PMR_SILLA,20:00
13003,SMA,VMA,PMR_SILLA,14:00
13004,MAT,ANG,PMR_SILLA,07:00
13005,UNI,GAM,PMR_VISUAL,13:00
13006,JAR,SMA,PMR_SILLA,11:00
13007,JAR,NAR,PMR_ADULTO_MAYOR,20:00
13008,JAR,UNI,PMR_ADULTO_MAYOR,14:00
13009,MAT,ANG,PMR_SILLA,12:00
13010,MAT,VMA,PMR_VISUAL,09:00
13011,PUE,GAM,PMR_VISUAL,10:00
13012,PUE,JAR,PMR_ADULTO_MAYOR,10:00
13013,PUE,UNI,PMR_ADULTO_MAYOR,08:00
13014,SMA,UNI,PMR_AUDITIVO,11:00
13015,ANG,JAR,PMR_AUDITIVO,12:00
13016,UNI,PUE,PMR_VISUAL,11:00
13017,ANG,GAM,PMR_SILLA,16:00
13018,ANG,JAR,PMR_SILLA,07:00
13019,JAR,PUE,PMR_AUDITIVO,13:00
13020,UNI,NAR,PMR_SILLA,16:00
13021,GAM,JAR,PMR_VISUAL,06:00
13022,ANG,JAR,PMR_VISUAL,07:00
13023,PUE,VMA,PMR_AUDITIVO,19:00
13024,UNI,SMA,PMR_ADULTO_MAYOR,13:00
13025,ANG,PUE,PMR_SILLA,10:00
13026,ANG,PUE,PMR_SILLA,06:00
13027,ANG,PUE,PMR_AUDITIVO,12:00
13028,SMA,MAT,PMR_VISUAL,12:00
13029,CUL,JAR,PMR_SILLA,09:00
13030,MAT,ANG,PMR_SILLA,14:00
13031,MAT,NAR,PMR_VISUAL,14:00
13032,MAT,NAR,PMR_AUDITIVO,16:00
13033,UNI,ANG,PMR_SILLA,17:00
13034,SMA,MAT,PMR_ADULTO_MAYOR,12:00
13035,SMA,VMA,PMR_VISUAL,10:00
13036,GAM,UNI,PMR_SILLA,09:00
13037,CUL,JAR,PMR_AUDITIVO,12:00
13038,PUE,GAM,PMR_ADULTO_MAYOR,07:00
13039,CUL,VMA,PMR_ADULTO_MAYOR,19:00
13040,VMA,JAR,PMR_ADULTO_MAYOR,13:00
13041,NAR,SMA,PMR_SILLA,08:00
13042,ANG,GAM,PMR_ADULTO_MAYOR,19:00
13043,SMA,CUL,PMR_ADULTO_MAYOR,19:00
13044,NAR,ANG,PMR_AUDITIVO,12:00
13045,CUL,GAM,PMR_AUDITIVO,08:00
13046,VMA,MAT,PMR_ADULTO_MAYOR,13:00
13047,GAM,CUL,PMR_AUDITIVO,13:00
13048,ANG,GAM,PMR_ADULTO_MAYOR,12:00
13049,JAR,VMA,PMR_VISUAL,17:00
13050,UNI,PUE,PMR_ADULTO_MAYOR,10:00
13051,CUL,ANG,PMR_AUDITIVO,06:00
13052,SMA,ANG,PMR_SILLA,10:00
13053,GAM,NAR,PMR_ADULTO_MAYOR,10:00
13054,NAR,MAT,PMR_SILLA,15:00
13055,ANG,NAR,PMR_VISUAL,20:00
13056,ANG,UNI,PMR_ADULTO_MAYOR,18:00
13057,VMA,JAR,PMR_ADULTO_MAYOR,10:00
13058,ANG,NAR,PMR_SILLA,09:00
13059,MAT,CUL,PMR_AUDITIVO,13:00
13060,PUE,MAT,PMR_VISUAL,18:00
13061,VMA,MAT,PMR_SILLA,15:00
13062,VMA,SMA,PMR_SILLA,08:00
13063,JAR,CUL,PMR_ADULTO_MAYOR,08:00
13064,PUE,CUL,PMR_ADULTO_MAYOR,10:00
13065,PUE,GAM,PMR_VISUAL,16:00
13066,MAT,GAM,PMR_SILLA,15:00
13067,UNI,SMA,PMR_AUDITIVO,17:00
13068,UNI,NAR,PMR_SILLA,17:00
13069,MAT,GAM,PMR_AUDITIVO,12:00
13070,GAM,UNI,PMR_ADULTO_MAYOR,12:00
13071,GAM,PUE,PMR_VISUAL,06:00
13072,UNI,NAR,PMR_ADULTO_MAYOR,08:00
13073,MAT,GAM,PMR_VISUAL,14:00
13074,MAT,GAM,PMR_VISUAL,11:00
13075,VMA,CUL,PMR_AUDITIVO,14:00
13076,SMA,GAM,PMR_AUDITIVO,07:00
13077,UNI,NAR,PMR_SILLA,15:00
13078,PUE,VMA,PMR_AUDITIVO,15:00
13079,ANG,PUE,PMR_ADULTO_MAYOR,19:00
13080,PUE,GAM,PMR_VISUAL,11:00
13081,NAR,GAM,PMR_AUDITIVO,20:00
13082,MAT,CUL,PMR_ADULTO_MAYOR,08:00
13083,VMA,GAM,PMR_VISUAL,12:00
13084,MAT,UNI,PMR_AUDITIVO,19:00
13085,CUL,PUE,PMR_ADULTO_MAYOR,09:00
13086,NAR,PUE,PMR_VISUAL,15:00
13087,NAR,CUL,PMR_ADULTO_MAYOR,13:00
13088,NAR,ANG,PMR_SILLA,12:00
13089,PUE,GAM,PMR_SILLA,07:00
13090,CUL,JAR,PMR_SILLA,07:00
13091,JAR,SMA,PMR_SILLA,14:00
13092,ANG,UNI,PMR_SILLA,12:00
13093,MAT,PUE,PMR_SILLA,18:00
13094,GAM,CUL,PMR_VISUAL,20:00
13095,ANG,GAM,PMR_VISUAL,11:00
13096,GAM,JAR,PMR_SILLA,18:00
13097,GAM,CUL,PMR_ADULTO_MAYOR,15:00
13098,NAR,CUL,PMR_ADULTO_MAYOR,17:00
13099,ANG,MAT,PMR_SILLA,06:00
13100,ANG,VMA,PMR_VISUAL,13:00
13101,GAM,ANG,PMR_ADULTO_MAYOR,12:00
13102,SMA,MAT,PMR_VISUAL,17:00
13103,GAM,PUE,PMR_ADULTO_MAYOR,08:00
13104,ANG,JAR,PMR_ADULTO_MAYOR,18:00
13105,NAR,UNI,PMR_SILLA,18:00
13106,SMA,CUL,PMR_VISUAL,08:00
13107,UNI,VMA,PMR_VISUAL,14:00
13108,VMA,GAM,PMR_SILLA,20:00
13109,UNI,GAM,PMR_SILLA,08:00
13110,GAM,PUE,PMR_VISUAL,13:00
13111,CUL,UNI,PMR_AUDITIVO,18:00
13112,UNI,ANG,PMR_SILLA,09:00
13113,JAR,MAT,PMR_ADULTO_MAYOR,17:00
13114,NAR,JAR,PMR_SILLA,19:00
13115,UNI,MAT,PMR_ADULTO_MAYOR,11:00
13116,PUE,GAM,PMR_SILLA,17:00
13117,PUE,CUL,PMR_ADULTO_MAYOR,19:00
13118,GAM,VMA,PMR_VISUAL,19:00
13119,MAT,ANG,PMR_ADULTO_MAYOR,06:00
13120,CUL,NAR,PMR_AUDITIVO,09:00
13121,SMA,CUL,PMR_AUDITIVO,16:00
13122,JAR,SMA,PMR_SILLA,06:00
13123,SMA,PUE,PMR_VISUAL,12:00
13124,PUE,UNI,PMR_SILLA,12:00
13125,MAT,CUL,PMR_ADULTO_MAYOR,08:00
13126,VMA,UNI,PMR_VISUAL,08:00
13127,PUE,ANG,PMR_ADULTO_MAYOR,11:00
13128,CUL,ANG,PMR_VISUAL,12:00
13129,PUE,JAR,PMR_ADULTO_MAYOR,09:00
13130,UNI,PUE,PMR_AUDITIVO,13:00
13131,UNI,CUL,PMR_ADULTO_MAYOR,10:00
13132,NAR,ANG,PMR_AUDITIVO,08:00
13133,UNI,JAR,PMR_VISUAL,13:00
13134,UNI,MAT,PMR_VISUAL,11:00
13135,PUE,UNI,PMR_AUDITIVO,20:00
13136,CUL,JAR,PMR_SILLA,15:00
13137,NAR,UNI,PMR_VISUAL,11:00
13138,MAT,ANG,PMR_SILLA,07:00
13139,VMA,ANG,PMR_VISUAL,08:00
13140,MAT,NAR,PMR_AUDITIVO,12:00
13141,VMA,CUL,PMR_VISUAL,10:00
13142,VMA,SMA,PMR_VISUAL,17:00
13143,MAT,ANG,PMR_SILLA,18:00
13144,UNI,PUE,PMR_SILLA,15:00
13145,MAT,JAR,PMR_SILLA,14:00
13146,PUE,JAR,PMR_VISUAL,13:00
13147,PUE,JAR,PMR_AUDITIVO,09:00
13148,CUL,SMA,PMR_VISUAL,20:00
13149,SMA,VMA,PMR_SILLA,11:00
13150,UNI,CUL,PMR_AUDITIVO,10:00
13151,JAR,PUE,PMR_VISUAL,14:00
13152,JAR,VMA,PMR_SILLA,19:00
13153,PUE,UNI,PMR_AUDITIVO,08:00
13154,UNI,JAR,PMR_AUDITIVO,09:00
13155,GAM,SMA,PMR_ADULTO_MAYOR,18:00
13156,GAM,JAR,PMR_SILLA,16:00
13157,UNI,JAR,PMR_ADULTO_MAYOR,09:00
13158,GAM,MAT,PMR_VISUAL,08:00
13159,VMA,ANG,PMR_SILLA,07:00
13160,VMA,CUL,PMR_ADULTO_MAYOR,15:00
13161,GAM,ANG,PMR_ADULTO_MAYOR,16:00
13162,CUL,JAR,PMR_AUDITIVO,08:00
13163,JAR,SMA,PMR_SILLA,20:00
13164,GAM,NAR,PMR_ADULTO_MAYOR,09:00
13165,MAT,CUL,PMR_AUDITIVO,08:00
13166,JAR,UNI,PMR_AUDITIVO,08:00
13167,CUL,UNI,PMR_ADULTO_MAYOR,15:00
13168,NAR,MAT,PMR_ADULTO_MAYOR,06:00
13169,JAR,ANG,PMR_ADULTO_MAYOR,17:00
13170,ANG,UNI,PMR_AUDITIVO,15:00
13171,MAT,PUE,PMR_AUDITIVO,17:00
13172,MAT,VMA,PMR_SILLA,11:00
13173,CUL,SMA,PMR_VISUAL,12:00
13174,SMA,GAM,PMR_ADULTO_MAYOR,08:00
13175,NAR,PUE,PMR_SILLA,07:00
13176,CUL,JAR,PMR_ADULTO_MAYOR,19:00
13177,SMA,MAT,PMR_ADULTO_MAYOR,18:00
13178,JAR,NAR,PMR_AUDITIVO,09:00
13179,UNI,CUL,PMR_ADULTO_MAYOR,07:00
13180,ANG,UNI,PMR_AUDITIVO,17:00
13181,ANG,VMA,PMR_ADULTO_MAYOR,18:00
13182,UNI,PUE,PMR_VISUAL,16:00
13183,CUL,UNI,PMR_SILLA,10:00
13184,ANG,NAR,PMR_AUDITIVO,13:00
13185,JAR,CUL,PMR_VISUAL,08:00
13186,CUL,MAT,PMR_VISUAL,09:00
13187,JAR,PUE,PMR_ADULTO_MAYOR,13:00
13188,MAT,JAR,PMR_SILLA,15:00
13189,SMA,NAR,PMR_ADULTO_MAYOR,20:00
13190,ANG,CUL,PMR_AUDITIVO,09:00
13191,NAR,MAT,PMR_ADULTO_MAYOR,07:00
13192,SMA,PUE,PMR_AUDITIVO,18:00
13193,UNI,GAM,PMR_ADULTO_MAYOR,11:00
13194,SMA,ANG,PMR_ADULTO_MAYOR,17:00
13195,CUL,SMA,PMR_VISUAL,13:00
13196,ANG,NAR,PMR_SILLA,18:00
13197,UNI,JAR,PMR_AUDITIVO,10:00
13198,PUE,CUL,PMR_AUDITIVO,13:00
13199,GAM,JAR,PMR_SILLA,17:00
13200,GAM,JAR,PMR_VISUAL,20:00
13201,PUE,UNI,PMR_SILLA,16:00
13202,GAM,MAT,PMR_AUDITIVO,06:00
13203,PUE,GAM,PMR_VISUAL,11:00
13204,UNI,JAR,PMR_AUDITIVO,15:00
13205,VMA,NAR,PMR_VISUAL,16:00
13206,CUL,VMA,PMR_AUDITIVO,13:00
13207,NAR,GAM,PMR_ADULTO_MAYOR,16:00
13208,SMA,MAT,PMR_SILLA,11:00
13209,NAR,PUE,PMR_ADULTO_MAYOR,19:00
13210,NAR,PUE,PMR_VISUAL,16:00
13211,CUL,VMA,PMR_AUDITIVO,20:00
13212,JAR,VMA,PMR_SILLA,08:00
13213,UNI,ANG,PMR_VISUAL,08:00
13214,JAR,CUL,PMR_VISUAL,11:00
13215,VMA,UNI,PMR_AUDITIVO,06:00
13216,NAR,UNI,PMR_ADULTO_MAYOR,07:00
13217,UNI,VMA,PMR_ADULTO_MAYOR,16:00
13218,GAM,ANG,PMR_ADULTO_MAYOR,14:00
13219,VMA,MAT,PMR_SILLA,20:00
13220,CUL,ANG,PMR_SILLA,11:00
13221,SMA,PUE,PMR_VISUAL,17:00
13222,JAR,UNI,PMR_SILLA,14:00
13223,GAM,SMA,PMR_SILLA,14:00
13224,GAM,NAR,PMR_ADULTO_MAYOR,10:00
13225,VMA,CUL,PMR_SILLA,16:00
13226,VMA,JAR,PMR_VISUAL,14:00
13227,CUL,UNI,PMR_AUDITIVO,13:00
13228,GAM,UNI,PMR_VISUAL,09:00
13229,JAR,SMA,PMR_SILLA,14:00
13230,JAR,SMA,PMR_SILLA,16:00
13231,MAT,CUL,PMR_AUDITIVO,14:00
13232,NAR,VMA,PMR_ADULTO_MAYOR,06:00
13233,VMA,GAM,PMR_ADULTO_MAYOR,15:00
13234,JAR,UNI,PMR_AUDITIVO,11:00
13235,GAM,ANG,PMR_SILLA,20:00
13236,GAM,ANG,PMR_SILLA,13:00
13237,VMA,GAM,PMR_AUDITIVO,13:00
13238,VMA,UNI,PMR_VISUAL,10:00
13239,ANG,JAR,PMR_VISUAL,13:00
13240,JAR,MAT,PMR_VISUAL,15:00
13241,SMA,PUE,PMR_VISUAL,18:00
13242,ANG,NAR,PMR_VISUAL,19:00
13243,NAR,CUL,PMR_VISUAL,12:00
13244,MAT,UNI,PMR_ADULTO_MAYOR,08:00
13245,JAR,UNI,PMR_VISUAL,18:00
13246,MAT,JAR,PMR_VISUAL,18:00
13247,ANG,UNI,PMR_ADULTO_MAYOR,18:00
13248,VMA,SMA,PMR_VISUAL,19:00
13249,NAR,MAT,PMR_SILLA,08:00
13250,ANG,SMA,PMR_VISUAL,07:00
13251,VMA,GAM,PMR_SILLA,20:00
13252,CUL,GAM,PMR_AUDITIVO,18:00
13253,SMA,VMA,PMR_ADULTO_MAYOR,20:00
13254,UNI,GAM,PMR_ADULTO_MAYOR,17:00
13255,SMA,UNI,PMR_AUDITIVO,10:00
13256,PUE,UNI,PMR_SILLA,17:00
13257,ANG,VMA,PMR_AUDITIVO,13:00
13258,CUL,JAR,PMR_AUDITIVO,16:00
13259,UNI,MAT,PMR_ADULTO_MAYOR,13:00
13260,NAR,SMA,PMR_AUDITIVO,16:00
13261,JAR,NAR,PMR_SILLA,12:00
13262,JAR,SMA,PMR_VISUAL,12:00
13263,CUL,VMA,PMR_ADULTO_MAYOR,11:00
13264,UNI,SMA,PMR_ADULTO_MAYOR,07:00
13265,NAR,SMA,PMR_SILLA,07:00
13266,ANG,UNI,PMR_SILLA,15:00
13267,GAM,MAT,PMR_AUDITIVO,17:00
13268,VMA,MAT,PMR_AUDITIVO,18:00
13269,CUL,NAR,PMR_SILLA,13:00
13270,JAR,UNI,PMR_ADULTO_MAYOR,10:00
13271,GAM,ANG,PMR_SILLA,14:00
13272,SMA,MAT,PMR_ADULTO_MAYOR,09:00
13273,NAR,UNI,PMR_SILLA,11:00
13274,JAR,CUL,PMR_SILLA,16:00
13275,SMA,NAR,PMR_VISUAL,11:00
13276,JAR,MAT,PMR_SILLA,17:00
13277,CUL,GAM,PMR_AUDITIVO,11:00
13278,NAR,JAR,PMR_VISUAL,08:00
13279,CUL,VMA,PMR_VISUAL,11:00
13280,SMA,MAT,PMR_VISUAL,16:00
13281,SMA,ANG,PMR_VISUAL,16:00
13282,NAR,GAM,PMR_ADULTO_MAYOR,17:00
13283,GAM,NAR,PMR_ADULTO_MAYOR,11:00
13284,CUL,MAT,PMR_AUDITIVO,15:00
13285,SMA,NAR,PMR_AUDITIVO,08:00
13286,CUL,VMA,PMR_SILLA,09:00
13287,CUL,JAR,PMR_AUDITIVO,09:00
13288,ANG,UNI,PMR_VISUAL,12:00
13289,NAR,CUL,PMR_SILLA,07:00
13290,ANG,SMA,PMR_AUDITIVO,17:00
13291,PUE,JAR,PMR_VISUAL,20:00
13292,NAR,UNI,PMR_VISUAL,10:00
13293,JAR,UNI,PMR_AUDITIVO,15:00
13294,ANG,SMA,PMR_SILLA,15:00
13295,NAR,SMA,PMR_VISUAL,08:00
13296,JAR,MAT,PMR_AUDITIVO,11:00
13297,UNI,ANG,PMR_ADULTO_MAYOR,17:00
13298,ANG,SMA,PMR_SILLA,06:00
13299,CUL,VMA,PMR_SILLA,19:00
13300,UNI,CUL,PMR_SILLA,06:00
13301,CUL,SMA,PMR_SILLA,07:00
13302,UNI,VMA,PMR_VISUAL,14:00
13303,CUL,UNI,PMR_SILLA,08:00
13304,PUE,ANG,PMR_VISUAL,16:00
13305,SMA,UNI,PMR_VISUAL,15:00
13306,GAM,NAR,PMR_AUDITIVO,10:00
13307,UNI,JAR,PMR_ADULTO_MAYOR,15:00
13308,VMA,SMA,PMR_AUDITIVO,13:00
13309,PUE,VMA,PMR_ADULTO_MAYOR,06:00
13310,SMA,GAM,PMR_SILLA,17:00
13311,ANG,PUE,PMR_AUDITIVO,15:00
13312,JAR,ANG,PMR_AUDITIVO,06:00
13313,PUE,VMA,PMR_SILLA,14:00
13314,PUE,GAM,PMR_AUDITIVO,20:00
13315,VMA,NAR,PMR_ADULTO_MAYOR,13:00
13316,ANG,PUE,PMR_ADULTO_MAYOR,16:00
13317,NAR,PUE,PMR_AUDITIVO,09:00
13318,NAR,JAR,PMR_VISUAL,17:00
13319,SMA,MAT,PMR_AUDITIVO,15:00
13320,UNI,PUE,PMR_ADULTO_MAYOR,08:00
13321,ANG,PUE,PMR_SILLA,07:00
13322,PUE,VMA,PMR_VISUAL,18:00
13323,NAR,MAT,PMR_AUDITIVO,08:00
13324,NAR,GAM,PMR_VISUAL,20:00
13325,PUE,NAR,PMR_ADULTO_MAYOR,10:00
13326,VMA,NAR,PMR_SILLA,14:00
13327,GAM,JAR,PMR_VISUAL,08:00
13328,VMA,GAM,PMR_SILLA,15:00
13329,NAR,SMA,PMR_VISUAL,13:00
13330,SMA,MAT,PMR_ADULTO_MAYOR,14:00
13331,NAR,PUE,PMR_SILLA,07:00
13332,NAR,CUL,PMR_AUDITIVO,18:00
13333,NAR,UNI,PMR_SILLA,09:00
13334,GAM,UNI,PMR_AUDITIVO,15:00
13335,CUL,ANG,PMR_SILLA,08:00
13336,NAR,GAM,PMR_AUDITIVO,10:00
13337,JAR,PUE,PMR_ADULTO_MAYOR,11:00
13338,GAM,ANG,PMR_VISUAL,16:00
13339,JAR,NAR,PMR_ADULTO_MAYOR,13:00
13340,NAR,VMA,PMR_VISUAL,12:00
13341,PUE,GAM,PMR_ADULTO_MAYOR,11:00
13342,MAT,SMA,PMR_VISUAL,09:00
13343,VMA,GAM,PMR_ADULTO_MAYOR,19:00
13344,NAR,GAM,PMR_SILLA,18:00
13345,NAR,MAT,PMR_ADULTO_MAYOR,07:00
13346,VMA,SMA,PMR_VISUAL,09:00
13347,SMA,VMA,PMR_ADULTO_MAYOR,14:00
13348,MAT,JAR,PMR_AUDITIVO,12:00
13349,PUE,MAT,PMR_ADULTO_MAYOR,16:00
13350,JAR,NAR,PMR_SILLA,14:00
13351,VMA,ANG,PMR_ADULTO_MAYOR,10:00
13352,VMA,ANG,PMR_VISUAL,18:00
13353,SMA,UNI,PMR_SILLA,09:00
13354,PUE,MAT,PMR_ADULTO_MAYOR,10:00
13355,ANG,GAM,PMR_SILLA,10:00
13356,SMA,UNI,PMR_ADULTO_MAYOR,07:00
13357,SMA,UNI,PMR_VISUAL,20:00
13358,GAM,SMA,PMR_SILLA,20:00
13359,GAM,SMA,PMR_ADULTO_MAYOR,11:00
13360,PUE,JAR,PMR_ADULTO_MAYOR,19:00
13361,SMA,NAR,PMR_ADULTO_MAYOR,09:00
13362,SMA,MAT,PMR_SILLA,16:00
13363,GAM,CUL,PMR_VISUAL,20:00
13364,SMA,JAR,PMR_SILLA,20:00
13365,PUE,JAR,PMR_SILLA,20:00
13366,UNI,MAT,PMR_ADULTO_MAYOR,20:00
13367,GAM,UNI,PMR_SILLA,06:00
13368,SMA,JAR,PMR_VISUAL,10:00
13369,NAR,PUE,PMR_SILLA,16:00
13370,MAT,PUE,PMR_AUDITIVO,18:00
13371,ANG,VMA,PMR_VISUAL,13:00
13372,VMA,NAR,PMR_SILLA,11:00
13373,JAR,MAT,PMR_AUDITIVO,20:00
13374,PUE,UNI,PMR_VISUAL,17:00
13375,JAR,MAT,PMR_ADULTO_MAYOR,06:00
13376,NAR,SMA,PMR_ADULTO_MAYOR,09:00
13377,MAT,VMA,PMR_SILLA,19:00
13378,SMA,ANG,PMR_VISUAL,08:00
13379,CUL,PUE,PMR_ADULTO_MAYOR,17:00
13380,VMA,PUE,PMR_VISUAL,06:00
13381,ANG,CUL,PMR_ADULTO_MAYOR,06:00
13382,PUE,UNI,PMR_VISUAL,12:00
13383,NAR,SMA,PMR_VISUAL,11:00
13384,NAR,MAT,PMR_SILLA,08:00
13385,MAT,JAR,PMR_AUDITIVO,06:00
13386,JAR,SMA,PMR_VISUAL,13:00
13387,PUE,MAT,PMR_AUDITIVO,12:00
13388,UNI,JAR,PMR_ADULTO_MAYOR,11:00
13389,JAR,CUL,PMR_SILLA,12:00
13390,VMA,NAR,PMR_AUDITIVO,16:00
13391,VMA,CUL,PMR_AUDITIVO,20:00
13392,JAR,NAR,PMR_AUDITIVO,06:00
13393,UNI,NAR,PMR_SILLA,10:00
13394,CUL,MAT,PMR_AUDITIVO,20:00
13395,SMA,UNI,PMR_ADULTO_MAYOR,11:00
13396,MAT,CUL,PMR_AUDITIVO,08:00
13397,PUE,VMA,PMR_SILLA,10:00
13398,MAT,GAM,PMR_ADULTO_MAYOR,07:00
13399,VMA,ANG,PMR_AUDITIVO,07:00
13400,SMA,CUL,PMR_AUDITIVO,09:00
13401,MAT,GAM,PMR_SILLA,12:00
13402,ANG,VMA,PMR_VISUAL,19:00
13403,PUE,ANG,PMR_VISUAL,20:00
13404,VMA,PUE,PMR_ADULTO_MAYOR,13:00
13405,CUL,UNI,PMR_ADULTO_MAYOR,07:00
13406,ANG,NAR,PMR_SILLA,14:00
